what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1255453337282
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1255453344936
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453345139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453354846
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1255453371073
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453371341
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453371718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453374569
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453380009
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1255453385875
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255453386034
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255453387987
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453389027
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255453395171
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255453397284
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1255453401247
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255453409112
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255453423810
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255453430498
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453433854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255453435422
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255453461847
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255453514357
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255453514819
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255453515230
